"shipping_id","order_id","shipping_provider","delay_days"
2808,982,"fedex",4
2812,13282,"fedex",5
2815,11278,"fedex",4
2816,17244,"fedex",5
2817,5126,"fedex",5
2823,6196,"fedex",4
2824,11865,"fedex",5
2827,4016,"fedex",5
2830,505,"fedex",5
2834,14803,"fedex",5
2835,15317,"fedex",4
2837,17265,"fedex",4
2838,9155,"fedex",4
2839,12170,"fedex",4
2841,19978,"fedex",5
2842,17830,"fedex",5
2843,5567,"fedex",5
2844,6813,"fedex",4
2845,5856,"fedex",5
2848,8781,"fedex",5
2851,7731,"fedex",5
2852,10050,"fedex",5
2857,3359,"fedex",5
2859,7913,"fedex",4
2861,19827,"fedex",4
2862,6544,"fedex",4
2867,14948,"fedex",4
2869,10223,"fedex",5
2870,11165,"fedex",4
2873,20275,"fedex",4
2874,4377,"fedex",5
2875,17347,"fedex",5
2876,10515,"fedex",5
2877,3240,"fedex",5
2878,5379,"fedex",5
2879,9444,"fedex",4
2881,2648,"fedex",5
2882,11993,"fedex",5
2883,19172,"fedex",4
2886,11339,"fedex",5
2887,6183,"fedex",4
2889,1356,"fedex",4
2890,9750,"fedex",4
2891,10039,"fedex",5
2893,14546,"fedex",4
2896,11677,"fedex",5
2897,9061,"fedex",4
2901,11862,"fedex",4
2904,20744,"fedex",4
2908,19744,"fedex",5
2909,20418,"fedex",4
2911,3926,"fedex",5
2912,6120,"fedex",5
2914,10294,"fedex",5
2915,1939,"fedex",5
2918,13251,"fedex",4
2919,5271,"fedex",5
2921,17908,"fedex",5
2925,6457,"fedex",4
2926,20939,"fedex",4
2927,11963,"fedex",5
2932,18036,"fedex",5
2933,10918,"fedex",4
2935,10571,"fedex",5
2949,11868,"fedex",4
2951,15886,"fedex",4
2952,15782,"fedex",5
2958,19967,"fedex",4
2961,7091,"fedex",4
2964,18374,"fedex",5
2965,20126,"fedex",5
2968,15342,"fedex",5
2970,8411,"fedex",5
2972,8371,"fedex",5
2975,13907,"fedex",5
2978,18113,"fedex",4
2979,5373,"fedex",5
2980,853,"fedex",5
2987,14316,"fedex",5
2988,5612,"fedex",5
2990,10960,"fedex",4
2992,11508,"fedex",4
2995,19538,"fedex",5
2996,14082,"fedex",4
3001,9626,"fedex",4
3002,922,"fedex",5
3003,14531,"fedex",4
3006,2531,"fedex",4
3007,1337,"fedex",5
3010,8550,"fedex",4
3012,13316,"fedex",5
3013,6649,"fedex",5
3018,11623,"fedex",5
3020,9486,"fedex",5
3021,13116,"fedex",5
3022,1336,"fedex",5
3026,17036,"fedex",4
3030,19338,"fedex",5
3032,13736,"fedex",5
3040,4038,"fedex",4
3042,1943,"fedex",5
3044,4947,"fedex",4
3045,21357,"fedex",5
3046,21249,"fedex",4
3047,21243,"fedex",5
3048,21624,"fedex",4
3052,2479,"fedex",5
3054,7651,"fedex",4
3056,1465,"fedex",5
3058,20687,"fedex",4
3060,14104,"fedex",5
3068,9627,"fedex",5
3069,14894,"fedex",5
3075,18608,"fedex",4
3077,5726,"fedex",4
3080,12222,"fedex",4
3084,20678,"fedex",5
3086,10671,"fedex",5
3087,4424,"fedex",4
3099,7244,"fedex",4
3103,1992,"fedex",5
3104,19969,"fedex",5
3106,14841,"fedex",5
3109,19837,"fedex",4
3111,11159,"fedex",5
3112,6688,"fedex",5
3114,20128,"fedex",4
3116,10787,"fedex",4
3119,10927,"fedex",4
3122,16505,"fedex",4
3127,15583,"fedex",4
3135,3900,"fedex",4
3139,12422,"fedex",4
3141,12302,"fedex",5
3147,10138,"fedex",5
3148,2723,"fedex",4
3152,20457,"fedex",4
3156,14838,"fedex",4
3158,18155,"fedex",5
3160,20539,"fedex",4
3161,17004,"fedex",4
3162,12546,"fedex",4
3164,14354,"fedex",5
3165,9116,"fedex",4
3166,6139,"fedex",4
3174,15796,"fedex",5
3175,18026,"fedex",4
3179,11604,"fedex",4
3182,497,"fedex",4
3186,6936,"fedex",5
3188,2252,"fedex",4
3189,757,"fedex",4
3194,11060,"fedex",4
3195,1436,"fedex",4
3198,12624,"fedex",4
3202,11188,"fedex",5
3203,18048,"fedex",4
3204,10451,"fedex",4
3205,2696,"fedex",4
3207,12077,"fedex",5
3208,13841,"fedex",5
3217,2734,"fedex",5
3219,9373,"fedex",4
3221,10047,"fedex",4
3225,21263,"fedex",4
3227,21471,"fedex",4
3230,4237,"fedex",4
3231,7656,"fedex",5
3232,8525,"fedex",4
3233,4235,"fedex",5
3239,16103,"fedex",4
3240,13938,"fedex",4
3244,16315,"fedex",4
3245,2151,"fedex",5
3247,19638,"fedex",4
3251,19442,"fedex",4
3252,9709,"fedex",5
3253,14755,"fedex",4
3254,16860,"fedex",5
3255,2050,"fedex",5
3257,7364,"fedex",5
3261,1174,"fedex",4
3263,608,"fedex",4
3265,20490,"fedex",4
3266,10897,"fedex",4
3269,2129,"fedex",4
3270,19334,"fedex",4
3274,20717,"fedex",4
3277,10937,"fedex",5
3278,7123,"fedex",4
3287,4469,"fedex",4
3291,18472,"fedex",5
3293,13728,"fedex",5
3296,3424,"fedex",5
3303,17860,"fedex",5
3304,8753,"fedex",4
3306,5918,"fedex",5
3308,7480,"fedex",5
3309,7670,"fedex",4
3312,2048,"fedex",5
3314,16762,"fedex",4
3315,21608,"fedex",4
3316,21268,"fedex",5
3317,20989,"fedex",5
3320,10296,"fedex",5
3328,5318,"fedex",5
3331,4147,"fedex",5
3332,8777,"fedex",4
3333,20104,"fedex",5
3334,17964,"fedex",5
3335,11960,"fedex",5
3337,20019,"fedex",4
3338,5360,"fedex",4
3339,18635,"fedex",5
3340,16391,"fedex",5
3343,12585,"fedex",5
3345,14730,"fedex",5
3346,19819,"fedex",5
3347,16667,"fedex",5
3348,3714,"fedex",5
3354,14047,"fedex",4
3358,2169,"fedex",5
3363,13508,"fedex",5
3365,2341,"fedex",4
3366,20116,"fedex",5
3370,1726,"fedex",5
3372,13948,"fedex",4
3375,5156,"fedex",4
3376,15142,"fedex",4
3377,19198,"fedex",4
3379,10144,"fedex",4
3380,19320,"fedex",4
3382,14196,"fedex",4
3383,6571,"fedex",4
3385,9407,"fedex",5
3386,9030,"fedex",4
3388,10690,"fedex",4
3391,16189,"fedex",4
3397,768,"fedex",5
3398,13227,"fedex",5
3400,5297,"fedex",5
3403,21569,"fedex",4
3405,4104,"fedex",5
3409,14479,"fedex",4
3412,19686,"fedex",5
3415,19274,"fedex",5
3417,11515,"fedex",4
3419,20382,"fedex",5
3420,705,"fedex",4
3422,11970,"fedex",5
3423,20735,"fedex",4
3426,1975,"fedex",4
3429,12411,"fedex",4
3431,16688,"fedex",4
3436,17316,"fedex",5
3437,370,"fedex",5
3438,17529,"fedex",5
3440,14942,"fedex",4
3442,3408,"fedex",4
3444,5384,"fedex",5
3448,3131,"fedex",4
3450,6124,"fedex",5
3451,10062,"fedex",5
3453,16145,"fedex",5
3454,723,"fedex",4
3458,14020,"fedex",5
3461,17796,"fedex",4
3463,17659,"fedex",4
3465,11096,"fedex",5
3466,1872,"fedex",5
3467,9801,"fedex",4
3468,5757,"fedex",5
3470,5888,"fedex",5
3473,6801,"fedex",4
3474,7893,"fedex",5
3475,5120,"fedex",5
3478,13757,"fedex",4
3484,1100,"fedex",4
3485,6708,"fedex",5
3488,5129,"fedex",4
3491,13892,"fedex",4
3492,10837,"fedex",5
3493,20487,"fedex",5
3495,7161,"fedex",5
3498,12188,"fedex",4
3499,18963,"fedex",5
3500,1591,"fedex",4
3509,14844,"fedex",5
3510,997,"fedex",5
3516,19860,"fedex",4
3517,18410,"fedex",5
3518,4312,"fedex",5
3521,13847,"fedex",5
3522,6807,"fedex",4
3527,12031,"fedex",5
3532,15741,"fedex",4
3536,20323,"fedex",5
3539,5613,"fedex",5
3542,2430,"fedex",5
3543,1154,"fedex",5
3548,7805,"fedex",5
3551,8675,"fedex",4
3553,21301,"fedex",4
3554,21379,"fedex",4
3557,1129,"fedex",5
3558,17470,"fedex",5
3560,18831,"fedex",5
3563,20168,"fedex",4
3564,12797,"fedex",4
3567,8841,"fedex",5
3568,14528,"fedex",4
3570,4351,"fedex",5
3574,19564,"fedex",4
3575,18751,"fedex",4
3577,15850,"fedex",5
3580,13555,"fedex",5
3581,6340,"fedex",5
3584,13329,"fedex",4
3588,6358,"fedex",5
3590,18533,"fedex",5
3594,18832,"fedex",5
3600,11539,"fedex",5
3601,14538,"fedex",5
3602,17973,"fedex",5
3603,7626,"fedex",5
3606,4280,"fedex",5
3609,2591,"fedex",4
3612,20353,"fedex",4
3613,3488,"fedex",5
3616,10601,"fedex",5
3621,7509,"fedex",5
3632,9241,"fedex",5
3633,18565,"fedex",5
3634,5326,"fedex",5
3635,16380,"fedex",4
3636,1937,"fedex",4
3639,7660,"fedex",5
3642,16387,"fedex",5
3644,9707,"fedex",4
3647,15628,"fedex",4
3648,10556,"fedex",4
3654,14283,"fedex",4
3658,1306,"fedex",4
3664,9568,"fedex",5
3668,10805,"fedex",5
3669,19374,"fedex",4
3670,10879,"fedex",4
3673,4904,"fedex",5
3674,9187,"fedex",5
3675,6370,"fedex",5
3676,4600,"fedex",5
3678,5896,"fedex",5
3680,14062,"fedex",5
3681,16710,"fedex",4
3684,2905,"fedex",4
3693,20268,"fedex",4
3695,20629,"fedex",5
3699,4241,"fedex",5
3700,6007,"fedex",5
3701,6935,"fedex",5
3704,8592,"fedex",4
3705,5220,"fedex",4
3709,16260,"fedex",5
3713,21114,"fedex",5
3714,21023,"fedex",5
3718,15942,"fedex",5
3719,3911,"fedex",4
3720,9223,"fedex",4
3723,15661,"fedex",4
3724,3448,"fedex",5
3725,10551,"fedex",5
3726,4554,"fedex",4
3727,7305,"fedex",5
3729,11843,"fedex",5
3733,18558,"fedex",5
3734,15311,"fedex",5
3736,8811,"fedex",5
3737,10808,"fedex",5
3739,5657,"fedex",4
3741,3642,"fedex",5
3746,9673,"fedex",4
3748,14258,"fedex",5
3749,5585,"fedex",5
3750,20125,"fedex",4
3754,9021,"fedex",5
3757,2548,"fedex",4
3762,9552,"fedex",5
3764,20096,"fedex",5
3768,13041,"fedex",5
3775,20533,"fedex",5
3776,10432,"fedex",5
3777,4725,"fedex",4
3783,12596,"fedex",4
3785,4321,"fedex",4
3786,3329,"fedex",5
3787,18932,"fedex",4
3788,10169,"fedex",4
3789,1480,"fedex",4
3793,9889,"fedex",5
3794,10528,"fedex",4
3795,8758,"fedex",4
3798,14529,"fedex",4
3804,21407,"fedex",4
3807,21583,"fedex",5
3810,13665,"fedex",4
3811,12000,"fedex",5
3817,3313,"fedex",5
3818,18774,"fedex",5
3823,19421,"fedex",5
3826,17865,"fedex",5
3832,20082,"fedex",4
3834,8283,"fedex",4
3836,7695,"fedex",5
3837,13219,"fedex",4
3838,14877,"fedex",4
3839,20466,"fedex",4
3840,391,"fedex",4
3841,14590,"fedex",5
3842,18847,"fedex",5
3846,6274,"fedex",5
3857,808,"fedex",4
3858,8387,"fedex",5
3859,16290,"fedex",5
3863,19634,"fedex",5
3869,4311,"fedex",5
3870,18271,"fedex",5
3871,18905,"fedex",5
3875,10795,"fedex",5
3877,4977,"fedex",5
3878,19107,"fedex",4
3881,3914,"fedex",5
3882,13705,"fedex",5
3890,12684,"fedex",5
3892,5131,"fedex",5
3896,20970,"fedex",5
3900,3014,"fedex",4
3902,8374,"fedex",4
3909,14328,"fedex",4
3910,9381,"fedex",5
3912,6983,"fedex",4
3913,7801,"fedex",5
3914,15360,"fedex",4
3916,19494,"fedex",5
3919,6898,"fedex",4
3920,862,"fedex",4
3921,12545,"fedex",4
3926,14592,"fedex",4
3927,3110,"fedex",5
3928,11361,"fedex",5
3937,18697,"fedex",4
3938,6610,"fedex",4
3940,3219,"fedex",5
3942,19422,"fedex",4
3943,17791,"fedex",5
3946,18233,"fedex",4
3947,17367,"fedex",5
3949,14579,"fedex",5
3951,1162,"fedex",4
3953,8296,"fedex",4
3954,20647,"fedex",4
3956,13459,"fedex",4
3957,1119,"fedex",4
3959,6029,"fedex",5
3962,14131,"fedex",4
3963,11396,"fedex",5
3964,8846,"fedex",4
3968,16750,"fedex",4
3972,18441,"fedex",5
3974,4232,"fedex",4
3978,14737,"fedex",5
3979,61,"fedex",5
3983,12487,"fedex",5
3984,20630,"fedex",4
3985,11643,"fedex",4
3987,19710,"fedex",5
3988,18482,"fedex",5
3989,16911,"fedex",5
3990,15652,"fedex",4
3992,15642,"fedex",4
3993,4143,"fedex",5
3998,17768,"fedex",5
3999,10222,"fedex",5
4000,16747,"fedex",4
4001,9764,"fedex",4
4002,12987,"fedex",4
4003,18719,"fedex",4
4008,1944,"fedex",5
4009,6721,"fedex",4
4012,8141,"fedex",5
4013,10336,"fedex",5
4015,6149,"fedex",4
4016,9477,"fedex",4
4017,126,"fedex",4
4020,12839,"fedex",5
4022,12571,"fedex",4
4025,15745,"fedex",4
4026,8844,"fedex",4
4028,1489,"fedex",4
4034,19272,"fedex",4
4037,3864,"fedex",5
4038,20194,"fedex",5
4039,13602,"fedex",4
4041,7927,"fedex",4
4043,2398,"fedex",5
4044,5979,"fedex",5
4045,8041,"fedex",5
4046,9414,"fedex",4
4049,8564,"fedex",5
4050,14754,"fedex",4
4053,19932,"fedex",5
4054,4244,"fedex",5
4055,3871,"fedex",4
4057,10394,"fedex",4
4058,5323,"fedex",4
4062,82,"fedex",4
4064,6501,"fedex",5
4066,2458,"fedex",4
4067,7198,"fedex",4
4078,12094,"fedex",4
4079,21135,"fedex",4
4081,21531,"fedex",4
4084,19877,"fedex",5
4086,13690,"fedex",5
4088,20797,"fedex",4
4089,4916,"fedex",5
4090,11794,"fedex",5
4091,2516,"fedex",4
4092,14190,"fedex",4
4093,15921,"fedex",4
4095,15227,"fedex",4
4096,20561,"fedex",5
4099,12266,"fedex",5
4100,4922,"fedex",5
4106,7258,"fedex",4
4108,1418,"fedex",5
4109,245,"fedex",5
4113,19852,"fedex",5
4115,1190,"fedex",4
4116,20133,"fedex",5
4119,18186,"fedex",5
4124,9774,"fedex",5
4129,20526,"fedex",4
4136,11469,"fedex",5
4137,17191,"fedex",5
4140,12441,"fedex",4
4143,8218,"fedex",5
4150,7003,"fedex",4
4152,11299,"fedex",4
4156,19291,"fedex",5
4158,19810,"fedex",4
4161,15089,"fedex",4
4162,3916,"fedex",4
4163,2390,"fedex",5
4165,3814,"fedex",4
4167,16068,"fedex",5
4168,2318,"fedex",5
4169,10149,"fedex",4
4170,8095,"fedex",5
4171,1212,"fedex",4
4174,2492,"fedex",4
4179,21157,"fedex",5
4180,21589,"fedex",5
4183,21137,"fedex",4
4184,21265,"fedex",5
4185,12378,"fedex",4
4192,8331,"fedex",5
4193,10191,"fedex",4
4199,11328,"fedex",4
4200,8118,"fedex",4
4205,17840,"fedex",5
4208,13080,"fedex",4
4210,7170,"fedex",5
4219,19536,"fedex",5
4220,20189,"fedex",5
4221,2683,"fedex",4
4223,11309,"fedex",4
4224,12912,"fedex",5
4225,20301,"fedex",4
4227,4465,"fedex",4
4229,11548,"fedex",4
4232,17236,"fedex",5
4236,20233,"fedex",5
4237,12319,"fedex",4
4239,16951,"fedex",4
4241,59,"fedex",5
4243,14344,"fedex",4
4248,13380,"fedex",4
4261,6432,"fedex",4
4269,7627,"fedex",5
4270,17681,"fedex",4
4271,18976,"fedex",4
4272,8697,"fedex",5
4275,17185,"fedex",5
4277,1228,"fedex",4
4279,2079,"fedex",5
4283,5564,"fedex",5
4289,15971,"fedex",5
4290,17923,"fedex",4
4293,9609,"fedex",5
4294,19057,"fedex",5
4296,9246,"fedex",4
4297,8975,"fedex",4
4298,18464,"fedex",4
4299,6105,"fedex",5
4301,18848,"fedex",5
4306,12355,"fedex",4
4309,11136,"fedex",4
4310,18508,"fedex",5
4313,8356,"fedex",5
4314,6223,"fedex",5
4315,20365,"fedex",5
4321,8169,"fedex",5
4323,6360,"fedex",4
4327,20170,"fedex",4
4329,8923,"fedex",4
4330,7038,"fedex",4
4333,8472,"fedex",5
4335,2459,"fedex",4
4336,18650,"fedex",5
4338,9368,"fedex",4
4339,7319,"fedex",4
4345,10140,"fedex",5
4346,14585,"fedex",4
4347,6112,"fedex",5
4348,9376,"fedex",4
4351,4418,"fedex",5
4352,9455,"fedex",4
4354,7479,"fedex",5
4362,8886,"fedex",5
4368,13869,"fedex",4
4369,10041,"fedex",4
4370,668,"fedex",4
4371,17193,"fedex",4
4372,8830,"fedex",5
4373,19263,"fedex",5
4375,6592,"fedex",4
4377,13572,"fedex",5
4378,15903,"fedex",4
4379,6094,"fedex",5
4381,1145,"fedex",4
4382,12559,"fedex",4
4383,17491,"fedex",4
4386,10504,"fedex",4
4387,14180,"fedex",4
4391,10614,"fedex",4
4393,10886,"fedex",4
4394,7616,"fedex",5
4396,15684,"fedex",4
4397,3024,"fedex",5
4398,3528,"fedex",5
4399,17629,"fedex",5
4403,7471,"fedex",4
4405,11829,"fedex",4
4406,13981,"fedex",5
4408,2854,"fedex",5
4409,3989,"fedex",5
4411,10172,"fedex",4
4412,9095,"fedex",4
4414,7843,"fedex",4
4415,19716,"fedex",5
4416,6025,"fedex",5
4418,18771,"fedex",4
4422,15293,"fedex",5
4430,15587,"fedex",4
4433,2226,"fedex",5
4434,9804,"fedex",5
4435,3195,"fedex",4
4439,21372,"fedex",4
4441,21398,"fedex",4
4442,21377,"fedex",4
4443,1090,"fedex",4
4444,4282,"fedex",5
4445,4877,"fedex",4
4446,9815,"fedex",5
4453,602,"fedex",4
4457,2586,"fedex",5
4458,16461,"fedex",5
4459,17211,"fedex",4
4462,3913,"fedex",5
4471,10663,"fedex",5
4472,16794,"fedex",4
4480,17581,"fedex",4
4483,15138,"fedex",4
4485,2407,"fedex",5
4486,7016,"fedex",5
4487,7014,"fedex",4
4490,6664,"fedex",4
4492,19490,"fedex",5
4496,13800,"fedex",5
4497,13550,"fedex",5
4502,19064,"fedex",5
4503,17231,"fedex",4
4506,10596,"fedex",4
4509,19822,"fedex",4
4510,14406,"fedex",5
4514,19931,"fedex",4
4517,6466,"fedex",4
4520,5933,"fedex",5
4525,10033,"fedex",4
4528,17336,"fedex",5
4529,10063,"fedex",5
4530,15852,"fedex",4
4534,20997,"fedex",5
4535,21113,"fedex",5
4539,5382,"fedex",5
4541,14613,"fedex",4
4542,11385,"fedex",5
4545,3025,"fedex",5
4546,19532,"fedex",5
4547,14120,"fedex",5
4550,14696,"fedex",5
4551,12516,"fedex",4
4552,14174,"fedex",5
4559,111,"fedex",5
4561,3693,"fedex",5
4566,13836,"fedex",5
4569,18326,"fedex",5
4570,13134,"fedex",5
4572,19732,"fedex",5
4574,10156,"fedex",4
4576,7935,"fedex",4
4578,10372,"fedex",4
4579,20925,"fedex",4
4587,1510,"fedex",5
4588,13141,"fedex",4
4589,13468,"fedex",5
4590,15432,"fedex",5
4591,19120,"fedex",4
4593,16321,"fedex",5
4598,20914,"fedex",4
4603,19966,"fedex",4
4609,3599,"fedex",5
4610,8033,"fedex",4
4611,7448,"fedex",5
4613,4200,"fedex",5
4614,6896,"fedex",4
4616,3113,"fedex",4
4619,3523,"fedex",4
4621,10984,"fedex",4
4626,21367,"fedex",4
4631,16337,"fedex",4
4633,10057,"fedex",5
4639,20846,"fedex",4
4642,9983,"fedex",5
4643,13959,"fedex",5
4644,11687,"fedex",5
4647,20172,"fedex",4
4648,7784,"fedex",4
4651,7281,"fedex",4
4653,590,"fedex",4
4655,6564,"fedex",5
4656,6448,"fedex",5
4660,810,"fedex",5
4661,3298,"fedex",4
4662,1470,"fedex",4
4666,19768,"fedex",5
4670,18099,"fedex",4
4671,9585,"fedex",5
4672,8767,"fedex",5
4675,4177,"fedex",4
4677,18578,"fedex",4
4679,6915,"fedex",4
4681,16141,"fedex",5
4685,7252,"fedex",5
4689,16955,"fedex",5
4690,20617,"fedex",5
4691,20772,"fedex",5
4694,15568,"fedex",4
4696,12907,"fedex",5
4699,19122,"fedex",4
4700,8182,"fedex",5
4701,920,"fedex",5
4706,7192,"fedex",4
4707,2651,"fedex",4
4708,7275,"fedex",4
4710,5942,"fedex",4
4712,5244,"fedex",5
4714,7231,"fedex",4
4716,18493,"fedex",4
4717,6102,"fedex",4
4720,6639,"fedex",5
4722,4176,"fedex",4
4726,18355,"fedex",4
4728,16453,"fedex",4
4732,6092,"fedex",4
4738,1421,"fedex",4
4743,7823,"fedex",4
4747,12740,"fedex",4
4752,7874,"fedex",5
4753,11899,"fedex",5
4756,4974,"fedex",5
4757,4611,"fedex",4
4758,9871,"fedex",5
4761,20548,"fedex",4
4764,9813,"fedex",4
4766,13865,"fedex",4
4770,16251,"fedex",4
4773,2447,"fedex",5
4778,6063,"fedex",5
4780,16917,"fedex",4
4781,4161,"fedex",4
4783,13172,"fedex",5
4784,14778,"fedex",5
4787,3398,"fedex",5
4788,9800,"fedex",5
4796,18867,"fedex",4
4797,4388,"fedex",4
4798,4614,"fedex",4
4799,3202,"fedex",4
4802,11900,"fedex",5
4803,9146,"fedex",5
4804,21152,"fedex",5
4808,21296,"fedex",5
4809,219,"fedex",5
4810,16534,"fedex",4
4811,2338,"fedex",4
4812,14835,"fedex",4
4813,7159,"fedex",5
4815,4719,"fedex",4
4816,6080,"fedex",5
4817,20718,"fedex",4
4818,15410,"fedex",4
4825,708,"fedex",4
4827,19298,"fedex",5
4833,2495,"fedex",5
4834,679,"fedex",4
4838,18874,"fedex",4
4841,19922,"fedex",5
4844,20385,"fedex",5
4849,10079,"fedex",5
4850,15970,"fedex",5
4851,3896,"fedex",4
4852,5771,"fedex",4
4853,7978,"fedex",4
4854,14645,"fedex",4
4858,11747,"fedex",4
4859,8832,"fedex",5
4861,18894,"fedex",5
4862,19014,"fedex",5
4863,20391,"fedex",4
4865,19058,"fedex",4
4867,12863,"fedex",5
4868,19062,"fedex",4
4869,4490,"fedex",4
4872,14030,"fedex",5
4878,3180,"fedex",5
4881,9485,"fedex",4
4882,13863,"fedex",5
4884,11212,"fedex",5
4886,8315,"fedex",4
4889,21103,"fedex",4
4892,1981,"fedex",5
4893,20971,"fedex",5
4895,8612,"fedex",4
4896,4807,"fedex",5
4898,6863,"fedex",5
4900,3411,"fedex",4
4902,292,"fedex",5
4904,15036,"fedex",4
4908,2807,"fedex",4
4917,14614,"fedex",5
4918,13420,"fedex",5
4920,13046,"fedex",5
4922,18669,"fedex",5
4927,5050,"fedex",4
4929,19742,"fedex",4
4930,10406,"fedex",4
4931,10089,"fedex",5
4937,5542,"fedex",4
4942,4647,"fedex",5
4945,7111,"fedex",4
4946,12470,"fedex",5
4947,12803,"fedex",4
4949,20160,"fedex",5
4951,13400,"fedex",5
4952,9934,"fedex",5
4955,1256,"fedex",4
4959,3394,"fedex",5
4969,18083,"fedex",5
4970,9010,"fedex",5
4971,8565,"fedex",4
4972,9490,"fedex",5
4973,20764,"fedex",5
4974,16481,"fedex",5
4976,18974,"fedex",4
4977,1233,"fedex",4
4978,12207,"fedex",4
4979,20324,"fedex",5
4982,3068,"fedex",4
4984,10707,"fedex",5
4985,14112,"fedex",4
4986,8834,"fedex",5
4990,1180,"fedex",5
4996,2369,"fedex",4
4997,8673,"fedex",5
5002,14658,"fedex",4
5003,5851,"fedex",4
5006,19719,"fedex",5
5009,18362,"fedex",5
5012,4562,"fedex",5
5015,14191,"fedex",4
5017,4673,"fedex",5
5019,17465,"fedex",4
5020,13482,"fedex",4
5021,14983,"fedex",4
5023,9109,"fedex",4
5026,16635,"fedex",4
5027,6582,"fedex",4
5033,13027,"fedex",5
5034,9336,"fedex",5
5038,3873,"fedex",4
5039,2941,"fedex",5
5040,9539,"fedex",5
5042,2672,"fedex",4
5044,3238,"fedex",5
5045,5789,"fedex",5
5046,16820,"fedex",5
5047,19131,"fedex",4
5048,11270,"fedex",4
5049,3284,"fedex",5
5050,20967,"fedex",5
5051,20976,"fedex",5
5053,5606,"fedex",4
5054,9113,"fedex",5
5057,15212,"fedex",4
5059,15964,"fedex",5
5060,19804,"fedex",4
5063,6779,"fedex",5
5067,1083,"fedex",5
5068,17864,"fedex",4
5070,18292,"fedex",4
5071,11239,"fedex",4
5072,12540,"fedex",5
5073,13633,"fedex",4
5075,9933,"fedex",4
5078,18054,"fedex",5
5079,5074,"fedex",4
5082,19640,"fedex",4
5083,15889,"fedex",4
5084,16875,"fedex",5
5085,11253,"fedex",4
5088,15260,"fedex",4
5089,12709,"fedex",4
5092,7976,"fedex",5
5093,3225,"fedex",4
5094,13868,"fedex",4
5096,18434,"fedex",4
5099,13934,"fedex",4
5101,13284,"fedex",5
5104,20731,"fedex",4
5106,3279,"fedex",4
5107,19157,"fedex",5
5108,10807,"fedex",4
5111,13560,"fedex",5
5112,16954,"fedex",5
5120,14147,"fedex",4
5122,3430,"fedex",4
5123,5368,"fedex",5
5134,4075,"fedex",4
5139,2255,"fedex",4
5141,14619,"fedex",4
5146,14510,"fedex",4
5149,418,"fedex",4
5153,1674,"fedex",4
5154,17427,"fedex",5
5155,8172,"fedex",4
5156,8354,"fedex",4
5161,7901,"fedex",4
5164,5062,"fedex",4
5167,18810,"fedex",4
5168,20161,"fedex",5
5174,6710,"fedex",5
5177,14622,"fedex",5
5181,2617,"fedex",4
5183,5714,"fedex",5
5184,5419,"fedex",4
5185,3576,"fedex",4
5187,17722,"fedex",4
5190,29,"fedex",4
5194,10373,"fedex",5
5197,20725,"fedex",4
5200,9616,"fedex",5
5202,8090,"fedex",5
5203,19607,"fedex",5
5205,17713,"fedex",4
5208,6446,"fedex",5
5210,6051,"fedex",5
5221,17160,"fedex",5
5227,4627,"fedex",4
5231,12365,"fedex",4
5232,10888,"fedex",5
5233,6163,"fedex",5
5236,17686,"fedex",4
5243,18183,"fedex",5
5246,6506,"fedex",4
5247,3182,"fedex",4
5249,2267,"fedex",4
5250,6193,"fedex",5
5252,20226,"fedex",4
5253,11743,"fedex",4
5259,2004,"fedex",5
5262,13839,"fedex",5
5263,13903,"fedex",5
5264,7226,"fedex",5
5266,4827,"fedex",4
5268,8593,"fedex",5
5271,15831,"fedex",5
5272,20870,"fedex",5
5278,17381,"fedex",4
5281,9517,"fedex",5
5284,12549,"fedex",4
5290,4385,"fedex",5
5292,6966,"fedex",4
5293,6625,"fedex",5
5294,5298,"fedex",5
5296,8196,"fedex",4
5298,2413,"fedex",4
5301,17314,"fedex",4
5302,7177,"fedex",4
5304,21364,"fedex",5
5307,3194,"fedex",4
5308,18169,"fedex",5
5310,9756,"fedex",5
5311,2629,"fedex",4
5313,20250,"fedex",5
5316,17069,"fedex",4
5319,15484,"fedex",5
5320,13730,"fedex",4
5323,1640,"fedex",5
5325,3169,"fedex",5
5326,19448,"fedex",4
5327,4590,"fedex",4
5334,16470,"fedex",4
5335,888,"fedex",5
5342,12224,"fedex",4
5343,31,"fedex",5
5346,13237,"fedex",5
5347,18509,"fedex",5
5349,19212,"fedex",5
5350,16382,"fedex",4
5355,4460,"fedex",5
5360,14747,"fedex",4
5361,17051,"fedex",5
5363,12972,"fedex",4
5368,7905,"fedex",5
5370,11680,"fedex",4
5371,10070,"fedex",4
5373,7354,"fedex",4
5374,11608,"fedex",5
5375,2193,"fedex",5
5379,16483,"fedex",5
5380,10709,"fedex",5
5384,10865,"fedex",5
5387,14326,"fedex",5
5390,16827,"fedex",5
5392,9176,"fedex",4
5396,6607,"fedex",5
5398,16222,"fedex",4
5401,21496,"fedex",5
5403,6837,"fedex",4
5404,4525,"fedex",5
5408,14759,"fedex",5
5409,8259,"fedex",4
5413,8545,"fedex",4
5415,6034,"fedex",5
5417,7211,"fedex",5
5418,11249,"fedex",5
5419,15081,"fedex",4
5422,20867,"fedex",5
5423,4990,"fedex",4
5426,10751,"fedex",5
5427,20405,"fedex",5
5428,16172,"fedex",5
5430,20724,"fedex",5
5431,19380,"fedex",4
5432,1374,"fedex",5
5434,18428,"fedex",4
